word,category
出乎,negative
出乎意料,negative
出乎意料地,negative
出事,negative
出价过高,negative
出卖,negative
出尔反尔,negative
出局,negative
出师不利,negative
出故障,negative
出故障的,negative
出格,negative
出气,negative
出没,negative
出现下滑,negative
出现分歧,negative
出现异常,negative
出神,negative
出笼,negative
出血,negative
出血点,negative
出走,negative
出轨,negative
出逃,negative
出错,negative
出风头,negative
击中,negative
击溃,negative
击穿,negative
击败,negative
击退,negative
刀刃,negative
刁滑,negative
刁钻,negative
刁难,negative
分不清,negative
分崩离析,negative
分心,negative
分手,negative
分歧,negative
分裂,negative
分赃,negative
分道扬镳,negative
分配不公,negative
切割,negative
切断,negative
刑事案件,negative
刑事犯罪,negative
刑事的,negative
刑事责任,negative
刑罚的,negative
划破,negative
刚愎自用,negative
创伤,negative
创痕,negative
创痛,negative
删去,negative
删除,negative
判决,negative
判刑,negative
判处死刑,negative
判断错,negative
判断错误,negative
利令智昏,negative
利己,negative
利己主义,negative
利欲熏心,negative
利益冲突,negative
利益输送,negative
利空,negative
利空因素,negative
利空消息,negative
利诱,negative
别扭,negative
别有用心,negative
别离,negative
刮掉,negative
刮走,negative
到案,negative
制止,negative
制止的,negative
制约,negative
制裁,negative
刺伤,negative
刺客,negative
刺探,negative
刺激,negative
刺激物,negative
刺痛,negative
刺眼,negative
刺破,negative
刺耳,negative
刺骨,negative
刻板,negative
刻舟求剑,negative
刻薄,negative
削减,negative
削弱,negative
前功尽弃,negative
前后矛盾,negative
前后矛盾的,negative
前科,negative
剑拔弩张,negative
剥削,negative
剥夺,negative
剥夺财产,negative
剥离,negative
剥落,negative
剧毒,negative
剧烈,negative
剧烈震荡,negative
剧痛,negative
剧降,negative
剧震,negative
剩宴,negative
副作用,negative
割下,negative
割伤,negative
割据,negative
割断,negative
割破,negative
割肉,negative
割裂,negative
割让,negative
剽窃,negative
力不从心,negative
力尽,negative
劝告,negative
劝诫的,negative
劝阻,negative
办案,negative
办错,negative
功亏一篑,negative
功利主义,negative
功能失调,negative
功能障碍的,negative
功败垂成,negative
加剧,negative
加害,negative
加息,negative
加税,negative
加重,negative
加重的,negative
劣,negative
劣势,negative
劣后,negative
劣后级,negative
劣币,negative
劣根,negative
劣根性,negative
劣等,negative
劣药,negative
劣质,negative
劣质的,negative
劣迹,negative
劣马,negative
动不动,negative
动乱,negative
动乱的,negative
动怒,negative
动手,negative
动摇,negative
动武,negative
动气,negative
动火,negative
动粗,negative
动荡,negative
动荡不安,negative
动荡的,negative
动荡的局面,negative
助跌,negative
助长,negative
劫持,negative
劫掠,negative
劫数,negative
劫难,negative
劳役,negative
劳民伤财,negative
劳神,negative
劳而无功,negative
势在必行的,negative
势成骑虎,negative
势衰,negative
勃然大怒,negative
勉强,negative
勉强同意,negative
勉强的,negative
勒令,negative
勒死,negative
勒派,negative
勒索,negative
勒紧裤腰带,negative
勾引,negative
勾当,negative
勾心斗角,negative
勾搭,negative
勾结,negative
勾联,negative
勾连,negative
勾通,negative
勾销,negative
包办,negative
包围,negative
包庇,negative
包袱,negative
匆匆忙忙,negative
匆忙,negative
匕首,negative
化为乌有,negative
化为泡影,negative
化公为私,negative
化脓,negative
匪夷所思,negative
匮乏,negative
医治无效,negative
十分困难,negative
十分艰巨,negative
十年怕井绳,negative
十恶不赦,negative
千方百计,negative
千疮百孔,negative
千篇一律,negative
半信半疑,negative
半停产,negative
半成品,negative
半死,negative
半途而废,negative
华而不实,negative
卑劣,negative
卑劣地,negative
卑微,negative
卑微的,negative
卑躬屈膝,negative
卑鄙,negative
卑鄙的,negative
单打独斗,negative
单薄,negative
单调,negative
单边主义,negative
卖不出,negative
卖不出去,negative
卖不动,negative
卖不掉,negative
卖国,negative
卖国贼,negative
卖官,negative
卖弄,negative
卖身,negative
南辕北辙,negative
占为己有,negative
占领,negative
卡住,negative
卡壳,negative
卡死,negative
卡脖子,negative
卤莽,negative
危,negative
危及,negative
危害,negative
危害性,negative
危局,negative
危急的,negative
危机,negative
危机四伏,negative
危机的,negative
危机重重,negative
危言耸听,negative
危途,negative
危重,negative
危险,negative
危险品,negative
危险地,negative
危险废物,negative
危险性,negative
危险期,negative
危险源,negative
危险的,negative
危险迫近,negative
危难,negative
却没能,negative
卷入,negative
卷土重来,negative
厄运,negative
历史新低,negative
厉声,negative
压价,negative
压低,negative
压低的,negative
压减,negative
压制,negative
压力,negative
压单,negative
压垮,negative
压抑,negative
压抑的,negative
压榨,negative
压榨劳动力,negative
压紧,negative
压贷,negative
压迫,negative
厌倦,negative
厌恶,negative
厌恶的,negative
厌烦,negative
厌烦的,negative
厚颜,negative
厚颜无耻,negative
原地踏步,negative
原谅,negative
厮杀,negative
去世,negative
去向不明,negative
去死吧,negative
参差,negative
参差不齐,negative
双规,negative
双输,negative
双重压力,negative
反作用,negative
反冲,negative
反击,negative
反动,negative
反动派,negative
反华,negative
反叛,negative
反叛者,negative
反咬,negative
反唇相讥,negative
反垄断的,negative
反复,negative
反复无常,negative
反复无常的,negative
反对,negative
反对意见,negative
反对派,negative
反对的,negative
反对者,negative
反常,negative
反常地,negative
反常现象,negative
反常的,negative
反弹,negative
反悔,negative
反感,negative
反扑,negative
反抗,negative
反攻,negative
反水,negative
反派,negative
反目,negative
反胃,negative
反覆,negative
反覆无常,negative
反讽,negative
反诉,negative
反降,negative
反面,negative
反驳,negative
反驳的,negative
发作,negative
发动,negative
发呆,negative
发展缓慢,negative
发怵,negative
发愁,negative
发愣,negative
发抖,negative
发毛,negative
发泄,negative
发火,negative
发炎,negative
发烧,negative
发牢骚,negative
发狂,negative
发狠,negative
发现异常,negative
发现错误,negative
发生冲突,negative
发生意外,negative
发生故障,negative
发生爆炸,negative
发疯,negative
发病,negative
发脾气,negative
发臭,negative
发软,negative
发酒疯,negative
发难,negative
发霉,negative
发飙,negative
发麻,negative
取回,negative
取消,negative
取消抵押品赎回权,negative
取消资格,negative
受伤,negative
受伤害的,negative
受到冲击,negative
受到危害,negative
受到影响,negative
受到挑战的,negative
受到牵连,negative
受到限制,negative
受制,negative
受制于,negative
受制于人,negative
受压,negative
受困,negative
受害,negative
受害者,negative
受挫,negative
受挫折的,negative
受损,negative
受损失,negative
受损害,negative
受损害的,negative
受损的,negative
受气,negative
受淹,negative
受灾,negative
受窘,negative
受累,negative
受约束,negative
受罚,negative
受苦,negative
受苦的,negative
受贿,negative
受阻,negative
受阻碍的,negative
受限,negative
受限于,negative
受限制,negative
受限的,negative
受难,negative
受骗,negative
变丑,negative
变卖,negative
变卦,negative
变味,negative
变坏,negative
变天,negative
变局,negative
变差,negative
变幻,negative
变幻无常,negative
变弱,negative
变心,negative
变态,negative
变态地,negative
变态的,negative
变慢,negative
变故,negative
变数,negative
变旧,negative
变暗,negative
变本加厉,negative
变污,negative
变淡,negative
变深,negative
变相,negative
变相涨价,negative
变脸,negative
变节,negative
变萧条,negative
变质,negative
变造,negative
变黑,negative
叛乱,negative
叛变,negative
叛国,negative
叛徒,negative
叛离,negative
叛逃,negative
叛逆,negative
口吃,negative
口是心非,negative
口渴,negative
口舌,negative
口角,negative
口诛笔伐,negative
古怪,negative
另有隐情,negative
叫停,negative
叫喊,negative
叫喊声,negative
叫嚣,negative
叫嚷,negative
叫屈,negative
叫苦,negative
叫苦不迭,negative
叫苦连天,negative
召唤,negative
召回,negative
可乘之机,negative
可叹,negative
可容忍,negative
可忍受,negative
可怕,negative
可怜,negative
可恨,negative
可恶,negative
可悲,negative
可惜,negative
可憎,negative
可望,negative
可疑,negative
可疑的,negative
可笑,negative
可耻,negative
可耻的,negative
叵测,negative
吃不准,negative
吃不消,negative
吃亏,negative
吃力,negative
吃后悔药,negative
吃惊,negative
吃紧,negative
吃老本,negative
吃苦,negative
吃货,negative
吃错药,negative
各奔前程,negative
各自为政,negative
各色,negative
各行其是,negative
合同纠纷,negative
合同诈骗,negative
合谋,negative
吊销,negative
同伙,negative
同日而语,negative
同流合污,negative
同谋,negative
同谋者,negative
同质化,negative
名不副实,negative
名不见经传,negative
名存实亡,negative
名落孙山,negative
名誉扫地,negative
后劲不足,negative
后台,negative
后怕,negative
后悔,negative
后悔莫及,negative
后患,negative
后果,negative
后知后觉,negative
后遗症,negative
后门,negative
后顾之忧,negative
向下,negative
向下的,negative
向隅而泣,negative
吓人,negative
吝啬,negative
吝啬鬼,negative
吝惜,negative
吞噬,negative
否决,negative
否决权,negative
否定,negative
否定的,negative
否认,negative
含沙射影,negative
含泪,negative
含混,negative
含混的,negative
含糊,negative
含糊其辞,negative
含糊的,negative
听之任之,negative
听任,negative
吵到,negative
吵吵闹闹,negative
吵嚷,negative
吵架,negative
吵闹,negative
吵闹声,negative
吸毒,negative
吸血鬼,negative
吹嘘,negative
吹捧,negative
吹毛求疵,negative
吹牛,negative
吹牛皮,negative
吼叫,negative
呆,negative
呆坏账,negative
呆子,negative
呆帐,negative
呆帐损失,negative
呆板,negative
呆滞,negative
呆账,negative
告发,negative
告吹,negative
告急,negative
告罄,negative
告警,negative
告诫,negative
告负,negative
呕吐,negative
呕气,negative
周折,negative
周跌,negative
呵斥,negative
呻吟,negative
命运多舛,negative
命途多舛,negative
咄咄逼人,negative
咋舌,negative
咎由自取,negative
咒骂,negative
哀伤,negative
哀号,negative
哀叹,negative
哀嚎,negative
哀怨,negative
哀悼,negative
哀鸣,negative
哀鸿遍野,negative
品行不端,negative
哄抢,negative
哄抬,negative
哄骗,negative
哈欠,negative
哑口无言,negative
哑火,negative
哗众取宠,negative
哗变,negative
哗然,negative
哭泣,negative
哭笑不得,negative
哭诉,negative
哽咽,negative
唉呀,negative
唉声叹气,negative
唏嘘,negative
售假,negative
唯恐,negative
唱反调,negative
唱空,negative
唱衰,negative
唾弃,negative
唾骂,negative
商品过剩,negative
啼笑皆非,negative
善变,negative
善罢干休,negative
喊停,negative
喋喋不休,negative
喜新厌旧,negative
喧哗,negative
喧嚣,negative
喷出,negative
喷溅,negative
嗟叹,negative
嗤之以鼻,negative
嘀咕,negative
嘈杂,negative
嘈杂声,negative
嘲弄,negative
嘲笑,negative
嘲讽,negative
嘴皮子,negative
嘴硬,negative
噩梦,negative
噩耗,negative
噩运,negative
噪声,negative
噪音,negative
噱头,negative
嚣张,negative
囚徒,negative
囚犯,negative
囚禁,negative
四分五裂,negative
四连跌,negative
四面楚歌,negative
回光返照,negative
回击,negative
回吐,negative
回扣,negative
回撤,negative
回潮,negative
回绝,negative
回落,negative
回软,negative
回避,negative
因循守旧,negative
因涉嫌,negative
因病,negative
团伙,negative
囫囵吞枣,negative
困乏,negative
困住,negative
困厄,negative
困在,negative
困境,negative
困局,negative
困惑,negative
困惑的,negative
困扰,negative
困死,negative
困窘,negative
困苦,negative
困迫,negative
困难,negative
困难的,negative
困难重重,negative
困顿,negative
围困,negative
围堵,negative
固执,negative
固执地,negative
固执己见,negative
固执的,negative
固步自封,negative
图谋,negative
囿于,negative
圈套,negative
圈钱,negative
土壤污染,negative
土崩瓦解,negative
在劫难逃,negative
在押,negative
地主,negative
地狱,negative
地痞,negative
地雷,negative
地震,negative
均告失败,negative
均遭,negative
坊间传闻,negative
坍塌,negative
坎坷,negative
坏,negative
坏了,negative
坏事,negative
坏人,negative
坏名声,negative
坏处,negative
坏孩子,negative
坏帐,negative
坏帐冲销,negative
坏帐损失,negative
坏心,negative
坏掉,negative
坏掉的,negative
坏消息,negative
坏的,negative
坏脾气,negative
坏蛋,negative
坏话,negative
坏账,negative
坐井观天,negative
坐享其成,negative
坐以待毙,negative
坐卧不安,negative
坐收渔利,negative
坐牢,negative
坐立不安,negative
坐视,negative
坐视不救,negative
坑,negative
坑害,negative
坑爹,negative
坑蒙,negative
坑骗,negative
坚称,negative
坟墓,negative
坠机,negative
坠楼,negative
坠毁,negative
坠落,negative
垂下,negative
垂危,negative
垂头,negative
垂头丧气,negative
垂怜,negative
垂死,negative
垂涎,negative
垃圾,negative
垃圾场,negative
垃圾股,negative
垄断,negative
垄断的,negative
垄断者,negative
垫底,negative
垫背,negative
垮下来,negative
垮台,negative
垮塌,negative
垮掉,negative
埋伏,negative
埋单,negative
埋怨,negative
埋汰,negative
埋没,negative
埋葬,negative
基础薄弱,negative
堂而皇之,negative
堆砌,negative
堕落,negative
堕落的,negative
堪忧,negative
堪虑,negative
堵塞,negative
堵死,negative
塌陷,negative
塞责,negative
墙倒众人推,negative
墙角,negative
增亏,negative
墨守成规,negative
壁垒,negative
壁障,negative
壮士断腕,negative
声名狼藉,negative
声名狼藉的,negative
声讨,negative
处于下风,negative
处于不利地位的,negative
处分,negative
处心积虑,negative
处理不当,negative
处罚,negative
处罚金,negative
处置,negative
处置失当,negative
复仇,negative
复发,negative
复古,negative
复杂,negative
复杂化,negative
复杂多变,negative
复杂性,negative
复杂的,negative
复辟,negative
外患,negative
外泄,negative
外逃,negative
多事之秋,negative
多付的款项,negative
多变,negative
多嘴,negative
多心,negative
多杀多,negative
多此一举,negative
多疑,negative
多米诺,negative
多虑,negative
夜不能寐,negative
夜郎自大,negative
大不如前,negative
大乱,negative
大亏,negative
大伤,negative
大伤元气,negative
大减,negative
大动肝火,negative
大势已去,negative
大发雷霆,negative
大叫,negative
大吃一惊,negative
大吼,negative
大坑,negative
大失,negative
大失所望,negative
大屠杀,negative
大崩盘,negative
大幅下挫,negative
大幅下滑,negative
大幅下跌,negative
大幅低开,negative
大幅减持,negative
大幅度降低,negative
大幅波动,negative
大幅跳水,negative
大怒,negative
大恐慌,negative
大悲,negative
大惊,negative
大惊失色,negative
大惊小怪,negative
大惑不解,negative
大意,negative
大打折扣,negative
大放厥词,negative
大杂烩,negative
大材小用,negative
大气污染,negative
大浪,negative
大灾难,negative
大盘下跌,negative
大相径庭,negative
大祸,negative
大肆,negative
大胆,negative
大言不惭,negative
大话,negative
大败,negative
大起大落,negative
大跌,negative
大跌眼镜,negative
大跳水,negative
大过,negative
大错,negative
大闹,negative
大阴线,negative
大降,negative
大雷,negative
大骂,negative
天怒人怨,negative
天方夜谭,negative
天灾,negative
天理不容,negative
太少,negative
太差,negative
太弱,negative
太过,negative
太难,negative
太高,negative
夭折,negative
失业,negative
失业期,negative
失业的,negative
失业者,negative
失之交臂,negative
失事,negative
失信,negative
失利,negative
失却,negative
失去,negative
失去光泽,negative
失去的,negative
失和,negative
失声,negative
失守,negative
失实,negative
失宠,negative
失密,negative
失察,negative
失常,negative
失常的,negative
失序,negative
失度,negative
失当,negative
失恋,negative
失意,negative
失意的,negative
失手,negative
失掉,negative
失控,negative
失措,negative
失效,negative
失效的,negative
失明,negative
失望,negative
失望的,negative
失火,negative
失灵,negative
失真,negative
失眠,negative
失礼,negative
失策,negative
失策的,negative
失算,negative
失职,negative
失职者,negative
失联,negative
失色,negative
失节,negative
失范,negative
失落,negative
失血,negative
失衡,negative
失误,negative
失调,negative
失责,negative
失败,negative
失败的,negative
失败者,negative
失足,negative
失踪,negative
失速,negative
失魂落魄,negative
头晕,negative
头疼,negative
头痛,negative
头目,negative
夸大,negative
夸大之词,negative
夸大其词,negative
夸大的,negative
夸夸其谈,negative
夸张,negative
夸张的,negative
夸耀,negative
夹击,negative
夹带,negative
夹生,negative
夹缝,negative
夺,negative
夺取,negative
夺权,negative
夺走,negative
奇货可居,negative
奈何,negative
奉承,negative
套住,negative
套利,negative
套牢,negative
套现,negative
套话,negative
套骗,negative
奚落,negative
奢侈,negative
奢侈浪费,negative
奢华,negative
奢靡,negative
奴化,negative
奴役,negative
奴隶,negative
奸商,negative
奸细,negative
奸雄,negative
好吃懒做,negative
好处费,negative
好战,negative
好斗,negative
好景不长,negative
好自为之,negative
好色,negative
好逸恶劳,negative
好高骛远,negative
如坐针毡,negative
如履薄冰,negative
如鲠在喉,negative
妄图,negative
妄想,negative
妄称,negative
妄自菲薄,negative
妒忌,negative
妓女,negative
妖魔化,negative
妥协,negative
妨害,negative
妨碍,negative
始作俑者,negative
始料不及,negative
始料未及,negative
姑息,negative
委婉,negative
委屈,negative
委靡,negative
姗姗来迟,negative
威胁,negative
威逼,negative
媚俗,negative
媚外,negative
嫁祸于人,negative
嫉妒,negative
嫉恨,negative
嫌,negative
嫌弃,negative
嫌疑,negative
嫌疑犯,negative
子虚乌有,negative
存心,negative
存疑,negative
孤僻,negative
孤儿,negative
孤单,negative
孤家寡人,negative
孤寂,negative
孤注一掷,negative
孤独,negative
孤立,negative
孤行,negative
孩子气,negative
孱弱,negative
宁可,negative
宁愿,negative
守势,negative
守旧,negative
安于现状,negative
安全事件,negative
安全事故,negative
安全漏洞,negative
安全隐患,negative
安心,negative
安慰,negative
安抚,negative
安然无恙,negative
安静下来,negative
完蛋,negative
宕机,negative
官僚,negative
官僚作风,negative
定价过高,negative
定时炸弹,negative
定罪,negative
宝万之争,negative
实属无奈,negative
实际困难,negative
宠坏,negative
审判,negative
审慎考虑,negative
审查,negative
审查案件,negative
审核的,negative
审美疲劳,negative
审问,negative
宣判,negative
宣告无效,negative
宣告有罪,negative
宣告破产,negative
宣布放弃,negative
宰,negative
害人,negative
害人精,negative
害处,negative
害怕,negative
害病,negative
害群之马,negative
害臊,negative
害虫,negative
家丑,negative
家破人亡,negative
容忍,negative
容许,negative
宽纵,negative
寂寞,negative
寄生,negative
寄生虫,negative
密谋,negative
密谋策划,negative
寒冬,negative
寒心,negative
寒意,negative
寒气逼人,negative
寒潮,negative
寒碜,negative
寒酸,negative
寒颤,negative
寒风,negative
寥寥无几,negative
对不起,negative
对付,negative
对头,negative
对峙,negative
对手,negative
对抗,negative
对立,negative
对立的,negative
对立面,negative
对簿公堂,negative
对证,negative
对质,negative
寻租,negative
封存,negative
封建,negative
封杀,negative
封锁,negative
封闭,negative
将信将疑,negative
小丑,negative
小人,negative
小偷,negative
小幅回落,negative
小气,negative
小看,negative
小瞧,negative
小肚鸡肠,negative
小视,negative
小觑,negative
小跌,negative
小道消息,negative
小鞋,negative
少报,negative
少报账目,negative
少缴,negative
少计,negative
少说,negative
尔虞我诈,negative
尖刻,negative
尖叫,negative
尖酸刻薄,negative
尖锐,negative
尘嚣,negative
尚未,negative
尚欠,negative
尚难,negative
尴尬,negative
尴尬的,negative
尸体,negative
局促,negative
局限,negative
局限于,negative
局限性,negative
居功,negative
居心,negative
居心叵测,negative
居然,negative
居高不下,negative
屈从,negative
屈服,negative
屈服的,negative
屈辱,negative
屠杀,negative
屡战屡败,negative
屡教不改,negative
屡禁不止,negative
屡遭,negative
山寨,negative
山穷水尽,negative
岌岌,negative
岌岌可危,negative
岔子,negative
崎岖,negative
崎岖不平,negative
崩塌,negative
崩溃,negative
崩溃的,negative
崩盘,negative
崩跌,negative
巢穴,negative
工作不如预期,negative
工作失误,negative
工作过度,negative
左右两难,negative
左右为难,negative
巧取,negative
巧立名目,negative
巨亏,negative
巨大损失,negative
巨大风险,negative
巨澜,negative
巨腐,negative
巨震,negative
差,negative
差事,negative
差于,negative
差于预期,negative
差劲,negative
差异,negative
差强人意,negative
差池,negative
差的,negative
差评,negative
差钱,negative
差错,negative
差额,negative
已缩水,negative
已跌,negative
已跌至,negative
已过期,negative
巴掌,negative
巴结,negative
市值缩水,negative
市势疲弱,negative
市场失灵,negative
市场疲软,negative
市场萎缩,negative
市场风险,negative
带来不利,negative
带来痛苦,negative
帮会,negative
帮凶,negative
帮派,negative
幌子,negative
幕后,negative
干戈,negative
干扰,negative
干枯,negative
干涉,negative
平凡的,negative
平平,negative
平庸,negative
平淡无奇,negative
年久失修,negative
年亏损,negative
年老体弱,negative
并不乐观,negative
并吞,negative
并非易事,negative
幻想,negative
幻灭,negative
幼稚,negative
幽灵,negative
庇护,negative
库存量太大,negative
底谷,negative
庞杂,negative
庞氏,negative
废,negative
废品,negative
废墟,negative
废弃,negative
废弃的,negative
废旧,negative
废止,negative
废气,negative
废物,negative
废话,negative
废除,negative
庸人,negative
庸人自扰,negative
庸俗,negative
庸医,negative
庸才,negative
庸碌,negative
廉价,negative
廉价出售,negative
延后,negative
延期,negative
延期偿付,negative
延期偿还,negative
延滞,negative
延缓,negative
延误,negative
延迟,negative
建筑过多,negative
建造过多,negative
开倒车,negative
开口子,negative
开后门,negative
开小差,negative
开庭审理,negative
开枪,negative
开脱,negative
开除,negative
开除党籍,negative
开除公职,negative
异乎寻常,negative
异动,negative
异化,negative
异味,negative
异响,negative
异常,negative
异常地,negative
异常情况,negative
异常现象,negative
异常的,negative
异想天开,negative
异物,negative
异议,negative
弃子,negative
弃权,negative
弃权者,negative
弃权让步,negative
弄乱,negative
弄坏,negative
弄虚作假,negative
弄错,negative
弊害,negative
弊病,negative
弊端,negative
式微,negative
引以为戒,negative
引入歧途,negative
引咎,negative
引咎辞职,negative
引诱,negative
张狂,negative
弥漫,negative
弯曲,negative
弯路,negative
弱,negative
弱于,negative
弱于预期,negative
弱势,negative
弱势群体,negative
弱化,negative
弱小,negative
弱市,negative
弱市中,negative
弱点,negative
弱者,negative
弱项,negative
弹劾,negative
强买强卖,negative
强制,negative
强制力,negative
强制的,negative
强加,negative
强占,negative
强压,negative
强夺,negative
强奸,negative
强平,negative
强弩之末,negative
强打,negative
强暴,negative
强权,negative
强求,negative
强烈不满,negative
强烈抗议,negative
强盗,negative
强硬,negative
强行,negative
强要,negative
强词夺理,negative
强迫,negative
归咎,negative
归咎于,negative
当不了,negative
当头一棒,negative
当头棒喝,negative
当道,negative
形势严峻,negative
形同虚设,negative
形式主义,negative
形象工程,negative
彷徨,negative
彻头彻尾,negative
征用,negative
待业,negative
很傻,negative
很坏,negative
很差,negative
很惨,negative
很烂,negative
很难,negative
徒刑,negative
徒劳,negative
徒劳的,negative
得不偿失,negative
得不到,negative
得势,negative
得寸进尺,negative
得意忘形,negative
得罪,negative
得罪人,negative
得而复失,negative
得过且过,negative
得逞,negative
得陇望蜀,negative
徘徊,negative
徘徊不前,negative
微乎其微,negative
微亏,negative
微利,negative
微弱,negative
微薄,negative
微词,negative
微跌,negative
德性,negative
心力衰竭,negative
心口不一,negative
心如刀绞,negative
心存侥幸,negative
心寒,negative
心急,negative
心急如焚,negative
心急火燎,negative
心情沉重,negative
心惊肉跳,negative
心惊胆寒,negative
心惊胆战,negative
心惊胆颤,negative
心有余悸,negative
心有余而力不足,negative
心灰意冷,negative
心烦,negative
心烦意乱,negative
心烦意乱的,negative
心焦,negative
心焦如焚,negative
心理压力,negative
心疼,negative
心痛,negative
心碎,negative
心虚,negative
心酸,negative
必死无疑,negative
忌惮,negative
忌讳,negative
忍受,negative
忍气吞声,negative
忍痛,negative
忍耐,negative
忍让,negative
忏悔,negative
忐忑,negative
忘乎所以,negative
忙中出错,negative
忙乱,negative
忧伤,negative
忧心,negative
忧心如焚,negative
忧心忡忡,negative
忧患,negative
忧惧,negative
忧愁,negative
忧虑,negative
忧虑的,negative
忧郁,negative
快速回落,negative
忽冷忽热,negative
忽悠,negative
忽略,negative
忽略的,negative
忽视,negative
忽高忽低,negative
忿忿,negative
忿忿不平,negative
忿怒,negative
怀恨在心,negative
怀敌意的,negative
怀疑,negative
怀疑的,negative
怀疑论,negative
怂恿,negative
怅然,negative
怏怏,negative
怒不可遏,negative
怒发冲冠,negative
怒斥,negative
怒气,negative
怒气冲冲,negative
怒气冲天,negative
怒火,negative
怒火中烧,negative
怒骂,negative
怕事,negative
怕死,negative
怜悯,negative
怜惜,negative
怠于,negative
怠工,negative
怠慢,negative
急于,negative
急于求成,negative
急促,negative
急切,negative
急剧下降,negative
急剧地,negative
急功近利,negative
急忙,negative
急急忙忙,negative
急性,negative
急扯,negative
急拉,negative
急挫,negative
急死,negative
急流,negative
急眼,negative
急缺,negative
急跌,negative
急躁,negative
急躁的,negative
急转,negative
急转直下,negative
急难险重,negative
急需解决,negative
性骚扰,negative
怨声载道,negative
怨天尤人,negative
怨恨,negative
怨气,negative
怨言,negative
怪,negative
怪人,negative
怪圈,negative
怪异,negative
怪物,negative
怪相,negative
怪罪,negative
怪胎,negative
怪诞,negative
怪象,negative
恍惚,negative
恐,negative
恐吓,negative
恐将,negative
恐布,negative
恐怕,negative
恐怖,negative
恐怖主义,negative
恐怖分子,negative
恐怖行动,negative
恐怖袭击,negative
恐惧,negative
恐慌,negative
恐慌性,negative
恐慌情绪,negative
恐慌的,negative
恐袭,negative
恐难,negative
恣意妄为,negative
恨,negative
恨之入骨,negative
恫吓,negative
恭维,negative
恶,negative
恶习,negative
恶事,negative
恶人,negative
恶作剧,negative
恶兆,negative
恶劣,negative
恶劣影响,negative
恶势力,negative
恶化,negative
恶化的,negative
恶名,negative
恶心,negative
恶性,negative
恶性事件,negative
恶性循环,negative
恶性竞争,negative
恶性肿瘤,negative
恶意,negative
恶意中伤,negative
恶意地,negative
恶意的,negative
恶意软件,negative
恶搞,negative
恶果,negative
恶梦,negative
恶棍,negative
恶毒,negative
恶毒的,negative
恶疾,negative
恶臭,negative
恶行,negative
恶言,negative
恶言相向,negative
恶质,negative
恶运,negative
恶霸,negative
恶魔,negative
恼人,negative
恼人的,negative
恼怒,negative
恼怒的,negative
恼火,negative
恼羞成怒,negative
悍然,negative
悔不当初,negative
悔之晚矣,negative
悔恨,negative
悖理,negative
悖论,negative
悖逆,negative
患,negative
患得患失,negative
患有,negative
患疾,negative
患病,negative
患病的,negative
患者,negative
悬心,negative
悬殊,negative
悬置,negative
悬而未决,negative
悲,negative
悲伤,negative
悲伤的,negative
悲凉,negative
悲切,negative
悲剧,negative
悲剧地,negative
悲剧的,negative
悲叹,negative
悲哀,negative
悲壮,negative
悲天悯人,negative
悲恸,negative
悲情,negative
悲惨,negative
悲惨的,negative
悲愤,negative
悲痛,negative
悲痛欲绝,negative
悲痛的,negative
悲观,negative
悲观主义,negative
悲观失望,negative
悲鸣,negative
悻悻,negative
情况严重,negative
情急,negative
情绪化,negative
惆怅,negative
惊叫,negative
惊吓,negative
惊呆,negative
惊呼,negative
惊异,negative
惊恐,negative
惊悚,negative
惊惧,negative
惊惶,negative
惊惶失措,negative
惊愕,negative
惊慌,negative
惊慌失措,negative
惊扰,negative
惊觉,negative
惊诧,negative
惊醒,negative
惊险,negative
惊骇,negative
惋惜,negative
惘然若失,negative
惟利是图,negative
惟恐,negative
惧怕,negative
惧色,negative
惨,negative
惨不忍睹,negative
惨剧,negative
惨境,negative
惨景,negative
惨案,negative
惨淡,negative
惨淡经营,negative
惨烈,negative
惨然,negative
惨状,negative
惨痛,negative
惨白,negative
惨祸,negative
惨绿,negative
惨败,negative
惨遭,negative
惨重,negative
惩处,negative
惩治,negative
惩罚,negative
惩罚性的,negative
惭愧,negative
惰性,negative
想不到的,negative
想不通,negative
想入非非,negative
惶恐,negative
惶恐不安,negative
惶惶,negative
惶惶不可终日,negative
惶惶不安,negative
惶惶然,negative
惶然,negative
惹怒,negative
惹恼,negative
惹火烧身,negative
惹祸,negative
惹起,negative
愁,negative
愁云,negative
愁城,negative
愁容,negative
愁容满面,negative
愁眉,negative
愁眉不展,negative
愁眉苦脸,negative
愁肠,negative
愁肠百结,negative
愁苦,negative
愈演愈烈,negative
意外,negative
意外事件,negative
意外事故,negative
意外地,negative
意外的,negative
意料之外的,negative
意见不同,negative
意见不同的,negative
愕然,negative
愚弄,negative
愚蠢,negative
感伤,negative
感冒,negative
感到痛苦,negative
感到遗憾,negative
感染,negative
愤世嫉俗,negative
愤怒,negative
愤恨,negative
愤愤,negative
愤愤不平,negative
愤愤然,negative
愤慨,negative
愤懑,negative
愤然,negative
愤而,negative
愧对,negative
愧悔,negative
愧疚,negative
慌,negative
慌乱,negative
慌张,negative
慌忙,negative
慌恐,negative
慌慌张张,negative
慢于,negative
慢吞吞,negative
慢性,negative
慢性病,negative
慢的,negative
慨叹,negative
憋死,negative
憋着,negative
憎恨,negative
憎恶,negative
憔悴,negative
憾事,negative
懈怠,negative
懊丧,negative
懊恼,negative
懊悔,negative
懒人,negative
